Movie Title;IMdb Code;Soundtrack(Song Name$Artists%)
Rear Window;/title/tt0047396/;Excerpt from 'Fancy Free' $(1944) (uncredited) Ballet Music by Leonard Bernstein %To See You (Is to Love You) $(1952) (uncredited) Music by Jimmy Van Heusen Lyrics by Johnny Burke Performed by Bing Crosby Played when Miss Lonelyhearts has dinner with her imaginary guest %Lisa $(1954) (uncredited) Music by Franz Waxman Lyrics by Harold Rome %That's Amore $(1953) (uncredited) Music by Harry Warren [Piano instrumental played under footage of newlyweds] %Mona Lisa $(1950) (uncredited) Written by Ray Evans and Jay Livingston Sung by cast members during the cocktail party scene in the pianist's studio %Instrumental excerpt from 'Red Garters' $(1954) (uncredited) Written by Jay Livingston and Ray Evans %Many Dreams Ago $(1954) (uncredited) Music by Franz Waxman Lyrics by Mack David Played when Miss Lonelyhearts goes out to the restaurant across the street %Martha, oder Der Markt zu Richmond $(1847) (uncredited) Music by Friedrich von Flotow Libretto by Friedrich Wilhelm Riese %Il carnevale di Venezia $Composed by Niccolò Paganini %Balettmusik, nr 2, G-dur. $Composed by Franz Schubert [from "Rosamunde, Princess of Cyprus", a play by Helmina von Chézy] %Lover $(1932) (uncredited) Music by Richard Rodgers %
Alien;/title/tt0078748/;Incidental music from 'Symphony No. 2 ('Romantic')' $by Howard Hanson [Played over end credits] %Eine kleine Nachtmusik $by Wolfgang Amadeus Mozart (as W. A. Mozart) %You Are My Lucky Star $(uncredited) Music by Nacio Herb Brown Lyrics by Arthur Freed Performed by Sigourney Weaver %
City Lights;/title/tt0021749/;Flower Girl Theme $(uncredited) Music by José Padilla %The Star Spangled Banner $(uncredited) Music by John Stafford Smith %How Dry I Am $(uncredited) Traditional %Beautiful Wonderful Eyes $(1931) (uncredited) Music by Charles Chaplin %Tomorrow the Sun Will Shine $(1931) (uncredited) Music by Charles Chaplin %Happy Romance $(1931) (uncredited) Music by Charles Chaplin %Promenade $(1931) (uncredited) Music by Charles Chaplin %Orientale $(1931) (uncredited) Music by Charles Chaplin %La Violetera $(uncredited) Music by José Padilla %
Cinema Paradiso;/title/tt0095765/;Nuovo Cinema Paradiso (Titoli) $Written by Ennio Morricone %Maturita' - Maturity $Written by Ennio Morricone %Tema d'Amore - Love Theme $Written by Andrea Morricone %Infanzia e Maturita' - Childhood and Manhood $Written by Ennio Morricone %Ripensandola - While Thinking About Her Again $Written by Ennio Morricone %Cinema in Fiamme - Cinema on Fire (Extended Version) $Written by Ennio Morricone %Tema d'Amore - Love Theme (2nd Version) $Written by Andrea Morricone %Toto and Alfredo $Written by Ennio Morricone %Dopo il Crollo - After the Destruction (Extended Version) $Written by Ennio Morricone %Tema d'Amore per Nata - Love Theme for Nata $Written by Ennio Morricone %Visita al Cinema - Visit to the Cinema $Written by Ennio Morricone %Prima Giovinezza - First Youth $Written by Ennio Morricone %Quattro Interludi - Four Interludes $Written by Ennio Morricone %Fuga, Ricerca e Ritorno - Runaway, Search and Return $Written by Ennio Morricone %From American Sex Appeal to the First Fellini $Written by Ennio Morricone %Tema d'Amore - Love Theme (3rd Version) $Written by Andrea Morricone %Proiezione per Due - Projection for Two $Written by Ennio Morricone %Toto and Alfredo (2nd Version) $Written by Ennio Morricone %Tema della Bicicletta - Bicycle Theme $Written by Ennio Morricone %Visita al Cinema - Visit to the Cinema $Written by Ennio Morricone %
Apocalypse Now;/title/tt0078788/;The End $by Jim Morrison (as The Doors), Ray Manzarek (as The Doors), Robby Krieger (as The Doors), John Densmore (as The Doors) Performed by The Doors Courtesy of Elektra/Asylum Records %(I Can't Get No) Satisfaction $Written by Mick Jagger and Keith Richards Performed by The Rolling Stones Courtesy of ABKCO Records %Love Me, And Let Me Love You $by Robert Duvall %The Ride of the Valkyries $from "Die Walküre" Composed by Richard Wagner Conducted by Georg Solti Performed by Wiener Philharmoniker (as The Vienna Philharmonic Orchestra) Courtesy of Decca Record Company Ltd/London Records Inc. %Let The Good Times Roll $Written by Shirley Goodman and Leonard Lee %Suzie Q $Written by Dale Hawkins, Stan Lewis (as S. J. Lewis) and Eleanor Broadwater (as E. Broadwater) Performed by Flash Cadillac Courtesy of Private Stock Records %Excerpts from 'Mnong Gar Music from Vietnam' $Courtesy of OCORA Radio France %Collection Musee de l'homme $Zoetrope Music Company %Surfin' Safari $Written by Brian Wilson and Mike Love Guild Music (BMI) c/o Original Sound Entertainment %Sonnerie Aux Morts $(uncredited) %
Memento;/title/tt0209144/;Something in the Air $(1999) Music by David Bowie and Reeves Gabrels Lyrics by David Bowie Performed by David Bowie Courtesy of RZO Music, Inc./Virgin Records America, Inc. %Stone $(2000) Written and Performed by Monc Courtesy of Conglomerated Industries %Generation Z $(2000) Written and Performed by Monc Courtesy of Conglomerated Industries %Motherlode $Written by Chuck Hamshaw & Mark Schmidt Published by JRM Music (ASCAP) Courtesy of Megatrax Production Music, Inc. (1994) %Ipanema Dreaming $Written by Daniel May Performed by Daniel May Published by Revision West (BMI) Courtesy of Marc Ferrari/MasterSource %Do the Boogaloo $Written by Gerhard Narholz (as Sammy Burdson) and John Fiddy (as Jean-Claude Madonne) Performed by Quango & Sparky Sonoton Music Library Courtesy of Associated Production Music %
Raiders of the Lost Ark;/title/tt0082971/;I am the Monarch of the Sea $(1878) (uncredited) From "H.M.S. Pinafore" Music by Arthur Sullivan Lyrics by W.S. Gilbert Sung a cappella by John Rhys-Davies %A British Tar $(1878) (uncredited) From "H.M.S. Pinafore" Music by Arthur Sullivan Lyrics by W.S. Gilbert Sung a cappella by John Rhys-Davies %
Django Unchained;/title/tt1853728/;Django Theme Song (English Version) $Lyrics by Franco Migliacci, Robert Mellin (uncredited) Written by Luis Bacalov Performed by Luis Bacalov, Rocky Roberts Conducted by Bruno Nicolai (uncredited) Courtesy of EMI General Music Publishing SRL %Rito finale $(from Città violenta (1970)) Written by Ennio Morricone Conducted by Ennio Morricone and Bruno Nicolai Universal Music Publishing Records, S.R.L. %The Braying Mule $Written and Performed by Ennio Morricone (From Two Mules for Sister Sara (1970)) Courtesy of Universal Studios %Main Titles Theme Song (Lo chiamavano King) $(from Lo chiamavano King (1971)) Written by Luis Bacalov Performed by Luis Bacalov, Edda Dell'Orso Courtesy of EMI General Music Publishing SRL %Norme con ironie $Written by Ennio Morricone Conducted by Ennio Morricone and Bruno Nicolai Courtesy of Universal Music Publishing Records S.R.L. %Gavotte $Arranged by Grace Collins %Town of Silence $Written by Luis Bacalov Performed by Luis Bacalov Courtesy of EMI General Music Publishing SRL %Town of Silence (2nd Version) $Written by Luis Bacalov Performed by Luis Bacalov Courtesy of EMI General Music Publishing SRL %Freedom $Written by Elayna Boynton, Kelvin Wooten, Anthony Hamilton Performed by Anthony Hamilton & Elayna Boynton Elayna Boynton appears courtesy of Woodaworx, Inc. Anthony Hamilton appears courtesy of RCA Records By Arrangement with Sony Music Entertainment %La Corsa (2nd Version) $Written by Luis Bacalov Performed by Luis Bacalov Courtesy of EMI General Music Publishing SRL %I Got a Name $Written by Charles Fox and Norman Gimbel (as Norman Gimble) Performed by Jim Croce Courtesy of Lastrada Entertainment/Rhino Independent By Arrangement with Warner Music Group Film & TV Licensing %Dies Irae (Requiem) $(from Batoru rowaiaru (2000)) Composed by Giuseppe Verdi Arranged by Masamichi Amano Performed by Warsaw Philharmonic Orchestra (as Warsaw Philharmonic Orchestra) %I giorni dell'ira $(from I giorni dell'ira (1967)) Written by Riz Ortolani (as Riziero Ortolani) Conducted by Riz Ortolani Courtesy of Universal Music Publishing Records S.R.L. %The Big Risk $Written and Performed by Ennio Morricone Courtesy of Metro-Goldwyn-Mayer Music, Inc. %100 Black Coffins $Written by Jamie Foxx and Rick Ross Performed by Rick Ross Courtesy of The Island Def Jam Music Group %Minacciosamente Lotano $(from I crudeli (1967)) Written and Performed by Ennio Morricone Courtesy of EMI General Music Publishing SRL %Trackers Chant $Inspired by Quentin Tarantino Encouraged by David Stern, James Parks, Michael Bowen, Robert Carradine (as Bobby Carradine), Zoë Bell, Jake Garber Written by Ted Neeley Performed by Ted Neeley, Bruce Yauger (as Bruce Landon Yauger) %Nicaragua $Written and Performed by Jerry Goldsmith Featuring guest soloist Pat Metheny Courtesy of Metro-Goldwyn-Mayer Music Inc. %Ancora Qui $Written by Ennio Morricone and Elisa (as Elisa Toffoli) Performed by Elisa Courtesy of Sugar SRL %Sister Sara's Theme $(from Two Mules for Sister Sara (1970)) Written and Performed by Ennio Morricone Courtesy of Universal Studios %Blue Dark Waltz $Written and Performed by Luis Bacalov Courtesy of EMI General Music Publishing SRL %Für Elise $Written by Ludwig van Beethoven Arranged for harp by Ashley Toman %Unchained (The Payback/Untouchable) $Performed by James Brown and Tupac Shakur (as 2Pac) Mixed and Edited by Claudio Cueni "The Payback" as Performed by James Brown Written by James Brown, Fred Wesley and John Starks Courtesy of Universal Records Under License from Universal Music Enterprises "Untouchable (Swizz Bratz Remix)" Performed by Tupac Shakur (as 2Pac) Written by Swizz Beatz (as Kasseem Dean), Yafeu Fula, Krayzie Bone (as Anthony Henderson), Tupac Shakur, Hussein Fatal Courtesy of Amaru Entertainment/Interscope Records Under License from Universal Music Enterprises (Incorporates Dialogue Performed by Ace Speck/James Remar, Dr. King Schultz/Christoph Waltz and Django/Jamie Foxx) %Freedom $Written by Richie Havens Performed by Richie Havens Courtesy of Warner Bros. Entertainment Inc. %Who Did That to You? $Written by John Legend Performed by John Legend Courtesy of Columbia Records By Arrangment with Sony Music Licensing %Ain't No Grave (Black Opium Remix) $Remixed By Jay 'j2' Singh and J2 Traditional Arrangement by Johnny Cash (as John R. Cash) and Claude Ely Performed by Johnny Cash Courtesy of American Recordings, LLC Under License from Universal Music Enterprises %Too Old to Die Young $Written by Dege Legg Performed by Dege Legg (as Brother Dege) Courtesy of Golarwash Labs and Records LLC %Un monumento $(from I crudeli (1967)) Written and Performed by Ennio Morricone Courtesy of EMI General Music Publishing SRL %Trinity: Titoli $(from Lo chiamavano Trinità... (1970) aka "My Name Is Trinity" (USA title)) Written by Franco Micalizzi (as F. Micalizzi), Harold Stott (as L. Stott) Performed by Annibale E I Cantori Moderni Courtesy of Carosello C.E.M.E.D., Italy %Dopo la congiura $(from I crudeli (1967)) Written and Performed by Ennio Morricone Courtesy of EMI General Music Publishing SRL %Ode to Django $(The D Is Silent) Produced by RZA Instruments by RZA and (Trú James) Stone Mecca Dialogues Provided by RZA and Rev. William Burks Lyrics by RZA Inspired by Quentin Tarantino Courtesy of Wu Tang Productions (Incorporated Dialogue from I giorni dell'ira (1967) (aka Day of Anger), Directed by Tonino Valerii; Django (1966), Directed by Sergio Corbucci, and El precio de un hombre: The Bounty Killer (1966) (aka The Ugly Ones), Directed by Eugenio Martín) %Will the Circle Be Unbroken $Written by Ada R. Habershon & Charles Gabriel Performed by Nitty Gritty Dirt Band %In the Sweet By-and-By $(uncredited) Music by S. Fillmore Bennett Lyrics by J.P. Webster Performed by Samuel L. Jackson %
WALL·E;/title/tt0910970/;Down to Earth $Music by Peter Gabriel and Thomas Newman Lyrics by Peter Gabriel Performed by Peter Gabriel, featuring The Soweto Gospel Choir Produced by Peter Gabriel L.A. Sessions Produced by Thomas Newman Recorded by Richard Chappell Mixed by Tchad Blake %Put On Your Sunday Clothes $Written by Jerry Herman Performed by Michael Crawford (uncredited), Danny Lockin (uncredited), Barbra Streisand (uncredited), Tommy Tune (uncredited), Joyce Ames (uncredited) and the Company (uncredited) Courtesy of Twentieth Century Fox Film Corporation %It Only Takes a Moment $Written by Jerry Herman Performed by Michael Crawford (uncredited) and Marianne McAndrew (uncredited) [dubbed by Melissa Stafford (unchecked)], with J. Pat O'Malley (uncredited) and the Company (uncredited) Courtesy of Twentieth Century Fox Film Corporation %Don't Worry, Be Happy $Written and Performed by Bobby McFerrin Produced by Linda Goldstein Courtesy of Original Artists %La Vie en Rose $Music by Louiguy French lyrics by Édith Piaf English lyrics by Mack David Performed by Louis Armstrong Courtesy of The Verve Music Group Under license from Universal Music Enterprises %Also Sprach Zarathustra $Written by Richard Strauss %BNL Jingle $Music by Thomas Newman Lyrics by Bill Bernstein %
The Lives of Others;/title/tt0405094/;Ich Wurde Wenn Ich Wusste, Dass Ich Konnte $Performed by 4PS Lyrics By Kurt Demmler Music By Joachim-Franz Bartzsch Published By Edition Air Franz (P) 2007 Colosseum Music Entertainment GmbH, Licensed From Sony BMG Music Entertainment (Germany) GmbH %Gral $Written by Ernst-Ludwig Petrowsky Performed by Manfred Ludwig Sextett feat. Ernst-Ludwig Petrowsky %E.W. Als Gruss $Written by Ernst-Ludwig Petrowsky Performed by Manfred Ludwig Sextett feat. Ernst-Ludwig Petrowsky %Champus-Lied $Performed by Angelika Mann Lyrics By Fred Gertz Music By Joachim-Franz Bartzsch Published by Edition Air Franz (P) 2007 Colosseum Music Entertainment GmbH, Licensed From Sony BMG Music Entertainment (Germany) GmbH %Wie Ein Stern $Performed by Frank Schöbel Lyrics By Dieter Lietz Music By Hans-Georg Schmiedecke Published By Lied Der Zeit GmbH (P) 2007 Colosseum Music Entertainment GmbH, Licensed From Sony BMG Music Entertainment (Germany) GmbH %Rock 'N Roll Im Stadtpark $Performed by Pankow Music & Lyrics by Jürgen Ehle (P) 2007 Colosseum Music Entertainment GmbH, Licensed From Sony BMG Music Entertainment (Germany) GmbH %Stell Dich Mitten In Den Regen $Performed by Bayon Lyrics By Wolfgang Borchert Music By Christoph Theusner (P) 2007 Colosseum Music Entertainment GmbH, Licensed From Sony BMG Music Entertainment (Germany) GmbH %Die Sonate vom Guten Menschen $(uncredited) Written by Gabriel Yared, Stéphane Moucha Performed by Sebastian Koch %Ut Jucundas $Written by Gabriel Yared %Die Unsichtbare Front $Composed By Gabriel Yared, Stéphane Moucha Conducted by Adam Klemens Performed by The City of Prague Philharmonic Orchestra with Piano Soloist: Jaromir Klepac, Guitar Soloist: Jaroslav Novák © & (p) 2006 Colosseum Schallplatten GmbH, under exclusive license of Gabriel Yared, Stéphane Moucha & Sony BMG Music Entertainment (Germany) GmbH. %HGW XX/7 $Performed by The City of Prague Philharmonic Orchestra with Conducted by Adam Klemens Piano Soloist: Jaromir Klepac, Guitar Soloist: Jaroslav Novák Composed By Gabriel Yared, Stéphane Moucha %Linienstraße $Performed by The City of Prague Philharmonic Orchestra Conducted by Adam Klemens Piano Soloist: Jaromir Klepac, Guitar Soloist: Jaroslav Novák Composed By Gabriel Yared, Stéphane Moucha %Es Gibt Momente $Music Composed by Hansi Biebl Lyrics By Kurt Demmler Performed by Hansi Biebl (P) 2007 Colosseum Music Entertainment GmbH, Licensed From Sony BMG Music Entertainment (Germany) GmbH %Albatros $Performed by Karat Lyrics By Norbert Kaiser Music By Ullrich Swillms (as Ed Swillms) Published By Harth Musikverlag / Bergisch Gladbach (P) 2007 Colosseum Music Entertainment GmbH, Licensed From Sony BMG Music Entertainment (Germany) GmbH %Tausend Augen $Music By Silly Lyrics By Werner Karma (Karma) Performed by Silly (P) 2007 Colosseum Music Entertainment GmbH, Licensed From Sony BMG Music Entertainment (Germany) GmbH %Das Leben Der Anderen $Composed By Gabriel Yared, Stéphane Moucha Conducted by Adam Klemens Performed by The City of Prague Philharmonic Orchestra © & (p) 2006 Colosseum Schallplatten GmbH, under exclusive license of Gabriel Yared, Stéphane Moucha & Sony BMG Music Entertainment (Germany) GmbH. %Verrat $Performed by The City of Prague Philharmonic Orchestra Conducted by Adam Klemens Piano Soloist: Jaromir Klepac, Guitar Soloist: Jaroslav Novák Composed By Gabriel Yared, Stéphane Moucha © & (p) 2006 Colosseum Schallplatten GmbH, under exclusive license of Gabriel Yared, Stéphane Moucha & Sony BMG Music Entertainment (Germany) GmbH. %Gesichter Der Liebe $Performed by The City of Prague Philharmonic Orchestra Conducted by Adam Klemens Piano Soloist: Jaromir Klepac, Guitar Soloist: Jaroslav NovákComposed By Gabriel Yared, Stéphane Moucha © & (p) 2006 Colosseum Schallplatten GmbH, under exclusive license of Gabriel Yared, Stéphane Moucha & Sony BMG Music Entertainment (Germany) GmbH. %Georg Dreyman, Der Dichter $Composed by Gabriel Yared, Stéphane Moucha © & (p) 2006 Colosseum Schallplatten GmbH, under exclusive license of Gabriel Yared, Stéphane Moucha & Sony BMG Music Entertainment (Germany) GmbH. %
Sunset Blvd.;/title/tt0043014/;The Paramount-Don't-Want-Me Blues $(1950) (uncredited) Written by Jay Livingston and Ray Evans Performed by Jay Livingston and Ray Evans at Artie's party %Buttons and Bows $(1948) (uncredited) Music and Lyrics by Jay Livingston and Ray Evans Played and sung by guests at Artie's Party %Charmaine/Diane $(1950) (uncredited) Words and Music by Erno Rapee and Lew Pollack Played by the band on New Year's Eve %Toccata and Fugue in D Minor, BWV 565 $(ca 1705) (uncredited) Music by Johann Sebastian Bach Played on an organ by Erich von Stroheim %Auld Lang Syne $(1788) (uncredited) Traditional Scottish 17th century music Played by the band on New Year's Eve %La Cumparsita $(1916) (uncredited) Music by Gerardo Matos Rodríguez Tango played by the band on New Year's Eve and danced by William Holden with Gloria Swanson %Sobre las Olas (Over the Waves) $(1887) (uncredited) Written by Juventino Rosas Hummed by Gloria Swanson %
Paths of Glory;/title/tt0050825/;La Marseillaise $(1792) (uncredited) Written by Claude Joseph Rouget de Lisle In the score during the opening credits %Künstlerleben (Artist's Life), Op.316 $(1867) (uncredited) Composed by Johann Strauss Played as dance music at the party %Der Treue Husar $(uncredited) German folk song Sung a cappella by Christiane Kubrick near the end %
The Great Dictator;/title/tt0032553/;Hungarian Dance No. 5 $(uncredited) Written by Johannes Brahms Played on the radio during the shaving scene %Prelude to 'Lohengrin' , Act I $(1850) (uncredited) Music by Richard Wagner %String Quintet in E, Op. 13 No. 5: Minuet $(uncredited) Music by Luigi Boccherini Played on piano a bit by Charles Chaplin %
The Shining;/title/tt0081505/;The Shining (Main Title) $Written by Wendy Carlos and Rachel Elkind Performed by Wendy Carlos and Rachel Elkind Based on "Dream of a Witches' Sabbath" from Symphonie fantastique by Hector Berlioz and traditional requiem "Dies Irae" %Lontano $(uncredited) Written by György Ligeti Performed by Sinfonie-Orchester des Südwestfunks Conducted by Ernest Bour %The Awakening of Jakob $(uncredited) Written by Krzysztof Penderecki Performed by Narodowa Orkiestra Symfoniczna Polskiego Radia w Katowicach (as Polish Radio National Symphony Orchestra) Conducted by Krzysztof Penderecki %Utrenja - Ewangelia $(uncredited) Music by Krzysztof Penderecki Performed by Narodowa Orkiestra Symfoniczna Polskiego Radia w Katowicach Conducted by Krzysztof Penderecki %Utrenja - Kanon Paschy $Music by Krzysztof Penderecki Performed by Narodowa Orkiestra Symfoniczna Polskiego Radia w Katowicach (uncredited) Conducted by Krzysztof Penderecki (uncredited) %De Natura Sonoris No. 1 $Music by Krzysztof Penderecki Performed by Narodowa Orkiestra Symfoniczna Polskiego Radia w Katowicach (uncredited) Conducted by Krzysztof Penderecki (uncredited) %De Natura Sonoris No. 2 $Music by Krzysztof Penderecki Performed by Narodowa Orkiestra Symfoniczna Polskiego Radia w Katowicach (uncredited) Conducted by Krzysztof Penderecki (uncredited) %Polymorphia $Music by Krzysztof Penderecki Performed by Narodowa Orkiestra Symfoniczna Polskiego Radia w Katowicach (uncredited) Conducted by Krzysztof Penderecki (uncredited) %Masquerade $(uncredited) Music by John Jacob Loeb Lyrics by Paul Francis Webster Performed by Jack Hylton and His Orchestra %Midnight, the Stars and You $(uncredited) Written by Jimmy Campbell, Reginald Connelly, and Harry M. Woods Performed by Ray Noble Orchestra with Al Bowlly %It's All Forgotten Now $(uncredited) Written by Ray Noble Performed by Ray Noble Orchestra with Al Bowlly %Home (When Shadows Fall) $(uncredited) Written by Peter Van Steeden, Geoffrey Clarkson, and Harry Clarkson Performed by Henry Hall and the Gleneagles Hotel Band %Kanon for 52 String Orchestra and Tape $(uncredited) Music by Krzysztof Penderecki %Music for Strings, Percussion, and Celesta (Movement III) $Music by Béla Bartók Conducted by Herbert von Karajan Recorded by Deutsche Grammphon Performed by Berliner Philharmoniker (uncredited) %
Witness for the Prosecution;/title/tt0051201/;I May Never Go Home Anymore $Music by Ralph Arthur Roberts Lyrics by Jack Brooks Sung by Marlene Dietrich (uncredited) Reprised a cappella by Tyrone Power (uncredited) %
Avengers: Infinity War;/title/tt4154756/;The Rubberband Man $Written by Thom Bell (as Thomas Bell) and Linda Creed Performed by The Spinners Courtesy of Atlantic Recording Group By arrangement with Warner Music Group & TV Licensing %Black Panther Theme $Composed by Ludwig Göransson Arranged by Alan Silvestri (uncredited) %
Aliens;/title/tt0090605/;$        It looks like we don't have any Soundtracks for this title yet.Be the first to contribute!                 Just click the "Edit page" button at the bottom of the page or learn more in the Soundtracks submission guide. %
American Beauty;/title/tt0169547/;Because $Written by John Lennon and Paul McCartney Performed by Elliott Smith Elliott Smith appears courtesy of DreamWorks Records %On Broadway $Written by Barry Mann, Cynthia Weil, Jerry Leiber, and Mike Stoller Master arranged by Paul Lavender Courtesy of Hal Leonard Corporation %Tenderfoot $Written by Rick Arbuckle Performed by Zen Dadio Courtesy of Boho Records %All Right Now $Written by Andy Fraser and Paul Rodgers Performed by Free Courtesy of A&M Records/Island Records Ltd. Under license from Universal Music Special Markets %We Haven't Turned Around $Written by Ian Ball, 'Paul Blackburn', Tom Gray, Ben Ottewell, and Oliver Peacock Performed by Gomez Courtesy of Virgin Records Limited/Virgin Records America, Inc. %Something Grand $Written by Hilton Ruiz Performed by Hilton Ruiz Ensemble Courtesy of the RCA Records Label of BMG Entertainment %American Woman $Written by Burton Cummings, Randy Bachman, Jim Kale (as Jim Kale), and Gary Peterson Performed by The Guess Who Courtesy of the RCA Records Label of BMG Entertainment %All Along The Watchtower $Written and Performed by Bob Dylan Courtesy of Columbia Records By Arrangement with Sony Music Licensing %Use Me $Written and Performed by Bill Withers Courtesy of Columbia Records By Arrangement with Sony Music Licensing %Cancer For The Cure $Written by Mark Oliver Everett (as E) and Mickey Petralia Performed by Eels Courtesy of DreamWorks Records %The Seeker $Written by Pete Townshend Performed by The Who Courtesy of MCA Records & Polydor Limited Under License from Universal Music Special Markets %Don't Rain On My Parade $Written by Jule Styne and Bob Merrill Performed by Bobby Darin and Annette Bening Courtesy of The Bobby Darin Testamentary Trust %As Long As I'm Singing $Written and Performed by Bobby Darin Courtesy of Capitol Records Under license from EMI-Capitol Music Special Markets %Open The Door $Written and Performed by Betty Carter Courtesy of Blue Note Records, A Division of Capitol Records, Inc. Uncer license from EMI-Capitol Music Special Markets %Don't Let It Bring You Down $Written by Neil Young Performed by Annie Lennox Courtesy of BMG Records (UK) Ltd./Arista Records, Inc. %Call Me Irresponsible $Written by Sammy Cahn and Jimmy Van Heusen Performed by Bobby Darin Courtesy of Columbia Records By Arrangement with EMI-Capitol Music Special Markets %Where Love Has Gone $Written by Sammy Cahn and Jimmy Van Heusen Performed by Bobby Darin Courtesy of Columbia Records By Arrangement with EMI-Capitol Music Special Markets %Bali Ha'i $Written by Oscar Hammerstein II and Richard Rodgers Performed by Peggy Lee %
